bottle	0	2222	202402172123	1	7	21	2	35	0	0	0
24.23	35	0	0
0.0	191.021945	24.55	13:51:17
0.15	217.5	24.56	13:52:12
0.3	239.9	24.50	13:52:54
0.45	254.6	24.50	13:53:29
0.6	265.4	24.51	13:54:04
0.75	274.4	24.52	13:54:31
0.9	282.4	24.54	13:54:58
1.05	290	24.56	13:55:25
1.2	297.1	24.55	13:55:52
1.35	304.6	24.55	13:56:19
1.5	312.3	24.56	13:56:46
1.65	320.8	24.54	13:57:12
1.8	331.2	24.57	13:57:39
1.95	344.6	24.56	13:58:06
2.1	365.7	24.59	13:58:33
2.25	399.3	24.50	13:59:00
2.4	423.9	24.30	13:59:27
2.55	437.4	24.27	13:59:54
2.7	446.6	24.21	14:00:21
2.85	453.4	23.91	14:00:48
3	458.7	23.82	14:01:15
3.15	463.1	24.03	14:01:42
3.3	466.9	23.92	14:02:09
3.45	470.2	24.10	14:02:35
3.6	473.2	24.12	14:03:02
3.75	475.7	23.96	14:03:29
3.9	478.1	23.96	14:03:56
4.05	480.4	24.16	14:04:23
4.2	482.4	24.23	14:04:49
