bottle	0	9999	20240213	6	0	17	1	35	0	0	0
24.95	35	0	0
0.0	188.233167	24.73	13:08:08
0.15	214.1	24.70	13:09:11
0.3	237.3	24.70	13:09:54
0.45	252.5	24.70	13:10:28
0.6	263.6	24.72	13:10:55
0.75	272.8	24.73	13:11:22
0.9	280.8	24.74	13:11:49
1.05	288.3	24.77	13:12:14
1.2	295.4	24.76	13:12:41
1.35	302.5	24.79	13:13:08
1.5	310	24.78	13:13:35
1.65	318.1	24.79	13:14:02
1.8	327.7	24.80	13:14:29
1.95	339.6	24.82	13:14:56
2.1	356.8	24.83	13:15:23
2.25	386.5	24.86	13:15:50
2.4	416.6	24.87	13:16:17
2.55	433.1	24.88	13:16:45
2.7	443.3	24.89	13:17:12
2.85	450.8	24.89	13:17:38
3	456.6	24.89	13:18:05
3.15	461.3	24.89	13:18:32
3.3	465.4	24.91	13:18:59
3.45	468.8	24.90	13:19:25
3.6	471.9	24.92	13:19:52
3.75	474.6	24.94	13:20:18
3.9	477.1	24.94	13:20:45
4.05	479.4	24.94	13:21:11
4.2	481.4	24.95	13:21:38
