bottle	0	9999	20240127	6	0	3	1	35	0	0	0
24.86	35	0	0
0.0	192.62926	24.40	17:54:25
0.15	218.5	24.45	17:55:27
0.3	239.9	24.45	17:56:23
0.45	254.4	24.50	17:57:28
0.6	264.8	24.50	17:58:18
0.75	273.4	24.53	17:59:00
0.9	281.1	24.57	17:59:34
1.05	288.5	24.57	18:00:16
1.2	295.3	24.59	18:00:51
1.35	302.2	24.61	18:01:18
1.5	309.5	24.62	18:01:44
1.65	317.3	24.64	18:02:11
1.8	326.4	24.65	18:02:38
1.95	337.6	24.65	18:03:05
2.1	353	24.66	18:03:32
2.25	377.5	24.68	18:04:14
2.4	410.7	24.70	18:04:40
2.55	430.1	24.70	18:05:07
2.7	441.6	24.70	18:05:34
2.85	449.7	24.71	18:06:01
3	455.9	24.73	18:06:28
3.15	460.8	24.77	18:06:55
3.3	465	24.77	18:07:21
3.45	468.7	24.79	18:07:48
3.6	471.9	24.80	18:08:15
3.75	474.6	24.80	18:08:42
3.9	477.1	24.83	18:09:09
4.05	479.6	24.83	18:09:35
4.2	481.6	24.86	18:10:02
