bottle	0	0000	114	3	500	19	2	35	0	0	0
25.29	35	0	0
0.0	191.932031	24.89	21:43:50
0.15	218.5	24.92	21:44:45
0.3	239.4	24.89	21:45:28
0.45	253.4	24.89	21:46:02
0.6	263.9	24.91	21:46:29
0.75	272.7	24.93	21:46:56
0.9	280.5	24.94	21:47:23
1.05	287.8	24.97	21:47:48
1.2	294.7	24.98	21:48:15
1.35	301.8	25.02	21:48:42
1.5	309.1	25.02	21:49:09
1.65	317.1	25.06	21:49:36
1.8	326.4	25.06	21:50:03
1.95	338.1	25.07	21:50:30
2.1	354.9	25.08	21:50:57
2.25	383.3	25.12	21:51:31
2.4	414.1	25.13	21:51:58
2.55	431	25.17	21:52:25
2.7	441.5	25.18	21:52:52
2.85	449.1	25.18	21:53:19
3	454.9	25.19	21:53:46
3.15	459.7	25.21	21:54:13
3.3	463.7	25.23	21:54:40
3.45	467.2	25.25	21:55:07
3.6	470.3	25.26	21:55:34
3.75	473	25.27	21:56:01
3.9	475.4	25.27	21:56:28
4.05	477.7	25.27	21:56:55
4.2	479.9	25.29	21:57:22
