bottle	0	0000	071	5	3740	12	1	35	0	0	0
25.22	35	0	0
0.0	194.41463	24.70	21:52:35
0.15	221	24.72	21:53:37
0.3	242	24.77	21:54:19
0.45	256	24.79	21:54:54
0.6	266.6	24.83	21:55:28
0.75	275.3	24.86	21:55:55
0.9	283	24.88	21:56:22
1.05	290.3	24.89	21:56:48
1.2	297.3	24.89	21:57:15
1.35	304.3	24.93	21:57:42
1.5	311.6	24.94	21:58:08
1.65	319.5	24.96	21:58:35
1.8	328.7	24.98	21:59:02
1.95	340	24.98	21:59:28
2.1	356	25.03	21:59:55
2.25	383.1	25.03	22:00:22
2.4	414.5	25.07	22:00:49
2.55	432.2	25.08	22:01:15
2.7	443.1	25.08	22:01:42
2.85	450.8	25.09	22:02:09
3	456.8	25.11	22:02:35
3.15	461.6	25.13	22:03:02
3.3	465.8	25.18	22:03:29
3.45	469.2	25.18	22:03:55
3.6	472.3	25.18	22:04:22
3.75	475.1	25.18	22:04:49
3.9	477.6	25.18	22:05:16
4.05	480	25.23	22:05:42
4.2	482.1	25.22	22:06:09
