bottle	0	8888	0208	0351	1	12	1	35	0	0	0
25.37	35	0	0
0.0	184.17642	24.80	06:28:53
0.15	210.9	24.84	06:30:04
0.3	236.7	24.89	06:30:54
0.45	253.4	24.89	06:31:36
0.6	265.3	24.93	06:32:11
0.75	274.9	24.94	06:32:38
0.9	283.4	24.96	06:33:05
1.05	291.3	24.97	06:33:31
1.2	298.7	24.98	06:33:58
1.35	306.3	25.02	06:34:25
1.5	314.6	25.03	06:34:52
1.65	323.9	25.07	06:35:19
1.8	335.3	25.08	06:35:46
1.95	351.2	25.09	06:36:13
2.1	377.8	25.11	06:36:40
2.25	411.1	25.13	06:37:07
2.4	430.2	25.14	06:37:33
2.55	441.6	25.17	06:38:00
2.7	449.5	25.21	06:38:27
2.85	455.7	25.23	06:38:54
3	460.7	25.25	06:39:21
3.15	464.8	25.27	06:39:48
3.3	468.4	25.27	06:40:15
3.45	471.6	25.27	06:40:42
3.6	474.3	25.30	06:41:09
3.75	476.8	25.32	06:41:36
3.9	479.2	25.33	06:42:03
4.05	481.4	25.32	06:42:30
4.2	483.3	25.37	06:42:56
