bottle	0	0000	114	12	88	19	2	35	0	0	0
24.88	35	0	0
0.0	190.946661	24.59	15:23:22
0.15	217.9	24.63	15:24:17
0.3	239.2	24.59	15:24:59
0.45	253.4	24.55	15:25:42
0.6	263.9	24.56	15:26:09
0.75	272.7	24.57	15:26:36
0.9	280.6	24.59	15:27:03
1.05	287.8	24.58	15:27:30
1.2	294.9	24.62	15:27:57
1.35	302	24.62	15:28:24
1.5	309.3	24.64	15:28:51
1.65	317.5	24.65	15:29:18
1.8	326.9	24.68	15:29:45
1.95	338.8	24.67	15:30:12
2.1	356.2	24.70	15:30:39
2.25	386.2	24.70	15:31:06
2.4	415.8	24.70	15:31:32
2.55	431.8	24.70	15:31:59
2.7	442.2	24.73	15:32:26
2.85	449.5	24.74	15:32:53
3	455.1	24.75	15:33:20
3.15	459.8	24.79	15:33:47
3.3	463.8	24.78	15:34:14
3.45	467.3	24.79	15:34:41
3.6	470.2	24.80	15:35:08
3.75	472.9	24.83	15:35:35
3.9	475.3	24.83	15:36:02
4.05	477.6	24.87	15:36:29
4.2	479.8	24.88	15:36:56
