bottle	0	0000	019	7	202	7	2	35	0	0	0
25.30	35	0	0
0.0	197.582599	24.81	19:32:38
0.15	224.1	24.89	19:33:46
0.3	245	24.89	19:34:28
0.45	259	24.89	19:35:03
0.6	269.5	24.91	19:35:37
0.75	278.3	24.94	19:36:12
0.9	286.1	24.94	19:36:39
1.05	293.3	24.97	19:37:05
1.2	300.4	24.98	19:37:32
1.35	307.5	25.03	19:37:59
1.5	314.9	25.03	19:38:26
1.65	322.9	25.03	19:38:53
1.8	332.3	25.03	19:39:19
1.95	344.1	25.07	19:39:46
2.1	361.2	25.08	19:40:13
2.25	390.4	25.08	19:40:40
2.4	420.9	25.08	19:41:07
2.55	437.5	25.13	19:41:33
2.7	447.9	25.13	19:42:00
2.85	455.4	25.15	19:42:27
3	461.1	25.16	19:42:54
3.15	465.7	25.18	19:43:20
3.3	469.7	25.26	19:43:47
3.45	473.2	25.25	19:44:14
3.6	476.3	25.27	19:44:41
3.75	479.1	25.27	19:45:08
3.9	481.6	25.27	19:45:34
4.05	483.8	25.27	19:46:01
4.2	485.9	25.30	19:46:28
