bottle	0	0000	076	7	2300	13	1	35	0	0	0
25.22	35	0	0
0.0	194.401136	24.84	19:18:25
0.15	220.8	24.85	19:19:21
0.3	241.7	24.87	19:20:03
0.45	255.6	24.89	19:20:38
0.6	266	24.89	19:21:12
0.75	274.7	24.89	19:21:39
0.9	282.5	24.92	19:22:06
1.05	289.7	24.94	19:22:33
1.2	296.6	24.95	19:23:00
1.35	303.6	24.97	19:23:27
1.5	310.9	24.98	19:23:54
1.65	318.8	24.99	19:24:21
1.8	327.9	25.03	19:24:48
1.95	339.3	25.03	19:25:15
2.1	355.4	25.07	19:25:41
2.25	382.5	25.07	19:26:08
2.4	414.2	25.07	19:26:35
2.55	431.9	25.08	19:27:02
2.7	442.7	25.09	19:27:29
2.85	450.5	25.10	19:27:56
3	456.5	25.13	19:28:23
3.15	461.3	25.13	19:28:50
3.3	465.4	25.15	19:29:17
3.45	468.9	25.17	19:29:44
3.6	472	25.17	19:30:11
3.75	474.8	25.18	19:30:38
3.9	477.3	25.19	19:31:05
4.05	479.7	25.23	19:31:32
4.2	481.7	25.22	19:31:59
