bottle	0	9999	20240201	5	0	8	1	35	0	0	0
25.23	35	0	0
0.0	194.739346	24.74	07:07:01
0.15	221.5	24.79	07:08:03
0.3	244	24.82	07:08:53
0.45	258.7	24.88	07:09:35
0.6	269.4	24.89	07:10:10
0.75	278.4	24.89	07:10:44
0.9	286.4	24.89	07:11:11
1.05	293.8	24.89	07:11:38
1.2	300.9	24.92	07:12:05
1.35	308.1	24.95	07:12:32
1.5	315.6	24.95	07:12:58
1.65	323.8	24.98	07:13:25
1.8	333.5	24.98	07:13:52
1.95	345.8	24.98	07:14:19
2.1	363.8	25.03	07:14:46
2.25	394.6	25.03	07:15:13
2.4	423.7	25.04	07:15:39
2.55	439.4	25.07	07:16:06
2.7	449.3	25.08	07:16:33
2.85	456.6	25.08	07:17:00
3	462.3	25.10	07:17:27
3.15	466.9	25.09	07:17:53
3.3	470.9	25.12	07:18:20
3.45	474.3	25.13	07:18:47
3.6	477.3	25.18	07:19:14
3.75	480.1	25.21	07:19:41
3.9	482.5	25.20	07:20:08
4.05	484.7	25.23	07:20:34
4.2	486.7	25.23	07:21:01
