bottle	0	8888	208	0406	0	7	1	35	0	0	0
25.13	35	0	0
0.0	187.35284	24.60	14:36:01
0.15	214.3	24.63	14:37:10
0.3	239.5	24.67	14:38:00
0.45	256.1	24.70	14:38:49
0.6	267.8	24.70	14:39:16
0.75	277.7	24.73	14:39:50
0.9	286	24.76	14:40:17
1.05	293.8	24.79	14:40:44
1.2	301.3	24.79	14:41:18
1.35	308.9	24.84	14:41:44
1.5	317	24.84	14:42:11
1.65	326.3	24.89	14:42:37
1.8	337.8	24.88	14:43:04
1.95	353.6	24.89	14:43:31
2.1	380.3	24.89	14:43:57
2.25	414.4	24.91	14:44:24
2.4	433.6	24.91	14:44:51
2.55	445.2	24.94	14:45:17
2.7	453.1	24.94	14:45:44
2.85	459.2	24.95	14:46:10
3	464.3	24.97	14:46:37
3.15	468.4	24.98	14:47:04
3.3	472	25.02	14:47:30
3.45	475.1	25.06	14:47:57
3.6	478	25.08	14:48:24
3.75	480.5	25.08	14:48:51
3.9	482.9	25.10	14:49:18
4.05	484.9	25.08	14:49:45
4.2	486.9	25.13	14:50:12
