bottle	0	0000	019	15	23	7	1	35	0	0	0
25.47	35	0	0
0.0	189.869105	24.95	22:31:29
0.15	215.8	24.98	22:32:32
0.3	240.1	25.03	22:33:13
0.45	256.2	25.03	22:33:55
0.6	267.6	25.07	22:34:30
0.75	276.9	25.08	22:35:04
0.9	285	25.08	22:35:31
1.05	292.6	25.11	22:35:58
1.2	299.9	25.14	22:36:25
1.35	307.2	25.15	22:36:52
1.5	314.8	25.18	22:37:19
1.65	323.1	25.18	22:37:46
1.8	332.9	25.20	22:38:13
1.95	345.3	25.21	22:38:39
2.1	363.8	25.23	22:39:06
2.25	395.3	25.25	22:39:33
2.4	423.9	25.27	22:40:00
2.55	439.3	25.27	22:40:27
2.7	449.1	25.27	22:40:54
2.85	456.3	25.31	22:41:20
3	462	25.30	22:41:47
3.15	466.6	25.33	22:42:14
3.3	470.5	25.37	22:42:41
3.45	473.9	25.38	22:43:08
3.6	476.8	25.39	22:43:35
3.75	479.6	25.41	22:44:01
3.9	482.1	25.42	22:44:28
4.05	484.4	25.44	22:44:55
4.2	486.3	25.47	22:45:22
