bottle	0	8888	208	0677	0	15	1	35	0	0	0
25.03	35	0	0
0.0	182.771377	24.63	19:42:27
0.15	209.7	24.68	19:43:28
0.3	236	24.65	19:44:18
0.45	252.4	24.69	19:44:52
0.6	264.6	24.69	19:45:27
0.75	274.2	24.70	19:45:53
0.9	282.6	24.71	19:46:20
1.05	290.4	24.74	19:46:47
1.2	297.9	24.76	19:47:14
1.35	305.5	24.79	19:47:41
1.5	313.6	24.79	19:48:07
1.65	323	24.80	19:48:34
1.8	334.5	24.82	19:49:01
1.95	350.3	24.84	19:49:28
2.1	377	24.88	19:49:55
2.25	410.9	24.88	19:50:21
2.4	429.9	24.89	19:50:48
2.55	441.3	24.89	19:51:15
2.7	449.2	24.89	19:51:42
2.85	455.3	24.91	19:52:09
3	460.2	24.93	19:52:36
3.15	464.4	24.94	19:53:02
3.3	468	24.94	19:53:29
3.45	471.1	24.97	19:53:56
3.6	473.9	24.98	19:54:23
3.75	476.4	24.98	19:54:50
3.9	478.8	24.99	19:55:17
4.05	480.9	25.01	19:55:44
4.2	482.8	25.03	19:56:10
