bottle	0	7777	028	8	220	8	3	35	0	0	0
25.30	35	0	0
0.0	198.364062	24.78	14:50:05
0.15	224.8	24.82	14:51:00
0.3	245.8	24.86	14:51:42
0.45	260	24.89	14:52:25
0.6	270.4	24.89	14:52:59
0.75	279	24.92	14:53:26
0.9	286.9	24.93	14:53:53
1.05	294.2	24.97	14:54:20
1.2	301.2	24.96	14:54:47
1.35	308.3	24.98	14:55:13
1.5	315.6	24.98	14:55:40
1.65	323.6	25.02	14:56:07
1.8	333	25.03	14:56:34
1.95	344.6	25.04	14:57:01
2.1	361.4	25.08	14:57:28
2.25	390	25.08	14:57:55
2.4	421	25.10	14:58:22
2.55	437.9	25.11	14:58:49
2.7	448.5	25.13	14:59:16
2.85	456	25.15	14:59:43
3	461.9	25.17	15:00:10
3.15	466.7	25.18	15:00:37
3.3	470.6	25.18	15:01:03
3.45	474.1	25.22	15:01:30
3.6	477.2	25.26	15:01:57
3.75	480	25.27	15:02:24
3.9	482.5	25.27	15:02:51
4.05	484.7	25.27	15:03:18
4.2	486.8	25.30	15:03:45
