bottle	0	0000	120	4	370	20	2	35	0	0	0
25.35	35	0	0
0.0	191.987642	24.98	19:33:29
0.15	218.4	25.03	19:34:31
0.3	239.3	24.97	19:35:13
0.45	253.3	24.98	19:35:47
0.6	263.8	25.01	19:36:22
0.75	272.6	25.02	19:36:48
0.9	280.3	25.04	19:37:15
1.05	287.6	25.06	19:37:42
1.2	294.6	25.08	19:38:08
1.35	301.6	25.08	19:38:35
1.5	308.9	25.09	19:39:01
1.65	316.9	25.12	19:39:28
1.8	326.3	25.14	19:39:55
1.95	338	25.17	19:40:21
2.1	354.8	25.17	19:40:48
2.25	383.2	25.18	19:41:14
2.4	414	25.20	19:41:41
2.55	430.8	25.23	19:42:07
2.7	441.4	25.24	19:42:34
2.85	448.9	25.25	19:43:01
3	454.8	25.27	19:43:27
3.15	459.5	25.27	19:43:54
3.3	463.6	25.27	19:44:20
3.45	467.1	25.29	19:44:47
3.6	470.1	25.30	19:45:14
3.75	472.9	25.32	19:45:40
3.9	475.3	25.32	19:46:07
4.05	477.6	25.36	19:46:34
4.2	479.7	25.35	19:47:00
