bottle	0	0000	076	8	1800	13	1	35	0	0	0
25.04	35	0	0
0.0	194.09105	24.50	19:46:31
0.15	220.9	24.50	19:47:34
0.3	241.5	24.54	19:48:16
0.45	255.4	24.58	19:48:50
0.6	265.9	24.60	19:49:25
0.75	274.6	24.62	19:50:00
0.9	282.2	24.65	19:50:27
1.05	289.5	24.68	19:50:54
1.2	296.5	24.70	19:51:20
1.35	303.4	24.70	19:51:47
1.5	310.7	24.73	19:52:14
1.65	318.5	24.76	19:52:41
1.8	327.7	24.77	19:53:08
1.95	339	24.79	19:53:34
2.1	355	24.79	19:54:01
2.25	381.9	24.85	19:54:28
2.4	413.5	24.86	19:54:55
2.55	431.3	24.89	19:55:22
2.7	442.3	24.89	19:55:49
2.85	449.9	24.89	19:56:16
3	456	24.89	19:56:43
3.15	460.9	24.94	19:57:10
3.3	464.9	24.97	19:57:36
3.45	468.4	24.98	19:58:03
3.6	471.4	24.99	19:58:30
3.75	474.3	24.99	19:58:57
3.9	476.8	25.03	19:59:24
4.05	479.2	25.03	19:59:51
4.2	481.2	25.04	20:00:18
