Lucy Data Summary 20240120 13:17:21
 
Sample Name,Comments,DIC flag,TA flag,Analysis Type,Date (analysis),Time (analysis),Station,Cast,Niskin,Replicate (diff bottle),Repeat(same bottle),No. Of Repeats,Depth (m),CTD Temp (°C),Salinity,Phosphate (uMol/Kg),Silicate (uMol/Kg),Nitrate (uMol/Kg),DIC pipette volume (ml),DIC set end point (cpm),DIC pipette temp sample (°C),DIC background (cpm),DIC total time (s),DIC total counts,DIC cell Number (sequential),Sample Bottle temp (°C),TA pipette vol (ml),TA cell temp (°C),TA Acid Batch,TA Acid conc (Mol),TA Acid density (Kg/l)
9999_20240130_2_0_1_2, ,-999,-999,1,20240130,033137,9999,20240130,2,1,2,5,0,0,35,0,0,-999,21.8442,50,0,40,125,660,6,25.45,96.7556,-999,-999,-999,-999
9999_20240130_2_0_1_3, ,-999,-999,1,20240130,034557,9999,20240130,2,1,3,5,0,0,35,0,0,-999,21.8442,50,0,34,365,242121,6,25.46,96.7556,-999,-999,-999,-999
9999_20240130_2_0_1_4, ,-999,-999,1,20240130,040251,9999,20240130,2,1,4,5,0,0,35,0,0,-999,21.8442,50,0,45,517,242185,6,25.43,96.7556,-999,-999,-999,-999
9999_20240130_2_0_1_5, ,-999,-999,1,20240130,041658,9999,20240130,2,1,5,5,0,0,35,0,0,-999,21.8442,50,0,23,348,241895,6,25.3,96.7556,-999,-999,-999,-999
9999_20240130_3_0_1_1, ,-999,-999,1,20240130,043906,9999,20240130,3,1,1,5,0,0,35,0,0,-999,21.8442,50,0,35,516,239316,6,25.15,96.7556,-999,-999,-999,-999
9999_20240130_3_0_1_2, ,-999,-999,1,20240130,045237,9999,20240130,3,1,2,5,0,0,35,0,0,-999,21.8442,50,0,39,316,239148,6,25.54,96.7556,-999,-999,-999,-999
9999_20240130_3_0_1_3, ,-999,-999,1,20240130,050740,9999,20240130,3,1,3,5,0,0,35,0,0,-999,21.8442,50,0,35,405,238953,6,25.54,96.7556,-999,-999,-999,-999
9999_20240130_3_0_1_4, ,-999,-999,1,20240130,052317,9999,20240130,3,1,4,5,0,0,35,0,0,-999,21.8442,50,0,12,438,239110,6,25.27,96.7556,-999,-999,-999,-999
9999_20240130_3_0_1_5, ,-999,-999,1,20240130,053713,9999,20240130,3,1,5,5,0,0,35,0,0,-999,21.8442,50,0,52,336,238924,6,25.18,96.7556,-999,-999,-999,-999
9999_20240130_4_0_1_1, ,-999,-999,3,20240130,060616,9999,20240130,4,1,1,2,0,0,35,0,0,-999,21.8442,50,0,27,305,238725,6,24.66,96.7556,24.13,-999,-999,-999
9999_20240130_4_0_1_2, ,-999,-999,3,20240130,063415,9999,20240130,4,1,2,2,0,0,35,0,0,-999,21.8442,50,0,35,365,238561,6,24.79,96.7556,24.3,-999,-999,-999
9999_20240130_5_0_1_1, ,-999,-999,3,20240130,070220,9999,20240130,5,1,1,2,0,0,35,0,0,-999,21.8442,50,0,27,337,233714,6,24.85,96.7556,24.41,-999,-999,-999
9999_20240130_5_0_1_2, ,-999,-999,3,20240130,073017,9999,20240130,5,1,2,2,0,0,35,0,0,-999,21.8442,50,0,59,292,233564,6,24.99,96.7556,24.46,-999,-999,-999
9999_20240130_6_0_1_1, ,-999,-999,3,20240130,080704,9999,20240130,6,1,1,2,0,0,35,0,0,-999,21.8442,50,0,13,321,238324,6,24.58,96.7556,24.43,-999,-999,-999
9999_20240130_6_0_1_2, ,-999,-999,3,20240130,090418,9999,20240130,6,1,2,2,0,0,35,0,0,-999,21.8442,50,0,38,389,237693,6,24.53,96.7556,24.41,-999,-999,-999
9999_20240130_7_0_1_1, ,-999,-999,3,20240130,095151,9999,20240130,7,1,1,2,0,0,35,0,0,-999,21.8442,50,0,0,691,238558,6,24.58,96.7556,24.53,-999,-999,-999
9999_20240130_7_0_1_2, ,-999,-999,3,20240130,102746,9999,20240130,7,1,2,2,0,0,35,0,0,-999,21.8442,50,0,35,469,238175,6,24.39,96.7556,24.54,-999,-999,-999
9999_20240130_8_0_1_1, ,-999,-999,3,20240130,110250,9999,20240130,8,1,1,2,0,0,35,0,0,-999,21.8442,50,0,30,341,236537,6,24.18,96.7556,-999,-999,-999,-999
9999_20240130_9_0_1_1, ,-999,-999,3,20240130,112442,9999,20240130,9,1,1,2,0,0,35,0,0,-999,21.8442,50,0,16,266,238127,6,24.13,96.7556,-999,-999,-999,-999
9999_20240131_1_0_1_1, ,-999,-999,1,20240131,083041,9999,20240131,1,1,1,5,0,0,35,0,0,-999,21.8442,200,0,142,221,236993,7,23.78,96.7556,-999,-999,-999,-999
9999_20240131_1_0_1_2, ,-999,-999,1,20240131,084229,9999,20240131,1,1,2,5,0,0,35,0,0,-999,21.8442,200,0,27,215,236797,7,24.19,96.7556,-999,-999,-999,-999
9999_20240131_1_0_1_3, ,-999,-999,1,20240131,085422,9999,20240131,1,1,3,5,0,0,35,0,0,-999,21.8442,200,0,47,221,237004,7,24.23,96.7556,-999,-999,-999,-999
9999_20240131_1_0_1_4, ,-999,-999,1,20240131,090613,9999,20240131,1,1,4,5,0,0,35,0,0,-999,21.8442,200,0,34,217,236647,7,24.29,96.7556,-999,-999,-999,-999
9999_20240131_1_0_1_5, ,-999,-999,1,20240131,091754,9999,20240131,1,1,5,5,0,0,35,0,0,-999,21.8442,200,0,0,208,236233,7,24.23,96.7556,-999,-999,-999,-999
9999_20240131_2_0_1_1, ,-999,-999,1,20240131,093829,9999,20240131,2,1,1,5,0,0,35,0,0,-999,21.8442,50,0,36,472,238731,7,24.1,96.7556,-999,-999,-999,-999
9999_20240131_2_0_1_2, ,-999,-999,1,20240131,095154,9999,20240131,2,1,2,5,0,0,35,0,0,-999,21.8442,50,0,37,308,238674,7,24.24,96.7556,-999,-999,-999,-999
9999_20240131_2_0_1_3, ,-999,-999,1,20240131,100637,9999,20240131,2,1,3,5,0,0,35,0,0,-999,21.8442,50,0,58,386,238521,7,24.38,96.7556,-999,-999,-999,-999
9999_20240131_2_0_1_4, ,-999,-999,1,20240131,102029,9999,20240131,2,1,4,5,0,0,35,0,0,-999,21.8442,50,0,58,335,238331,7,24.39,96.7556,-999,-999,-999,-999
9999_20240131_2_0_1_5, ,-999,-999,1,20240131,103712,9999,20240131,2,1,5,5,0,0,35,0,0,-999,21.8442,50,0,71,506,238175,7,24.39,96.7556,-999,-999,-999,-999
9999_20240131_3_0_1_1, ,-999,-999,1,20240131,105115,9999,20240131,3,1,1,5,0,0,35,0,0,-999,21.8442,50,0,48,222,238219,7,24.16,96.7556,-999,-999,-999,-999
9999_20240131_3_0_1_2, ,-999,-999,1,20240131,110529,9999,20240131,3,1,2,5,0,0,35,0,0,-999,21.8442,50,0,49,361,238405,7,24.08,96.7556,-999,-999,-999,-999
9999_20240131_3_0_1_3, ,-999,-999,1,20240131,111727,9999,20240131,3,1,3,5,0,0,35,0,0,-999,21.8442,50,0,54,224,238205,7,24.08,96.7556,-999,-999,-999,-999
9999_20240131_3_0_1_4, ,-999,-999,1,20240131,112923,9999,20240131,3,1,4,5,0,0,35,0,0,-999,21.8442,50,0,0,223,238050,7,24.19,96.7556,-999,-999,-999,-999
9999_20240131_3_0_1_5, ,-999,-999,1,20240131,114402,9999,20240131,3,1,5,5,0,0,35,0,0,-999,21.8442,50,0,0,386,238245,7,24.23,96.7556,-999,-999,-999,-999
9999_20240131_4_0_1_1, ,-999,-999,3,20240131,121831,9999,20240131,4,1,1,2,0,0,35,0,0,-999,21.8442,50,0,11,393,237677,7,24.09,96.7556,24.63,-999,-999,-999
9999_20240131_4_0_1_2, ,-999,-999,3,20240131,124602,9999,20240131,4,1,2,2,0,0,35,0,0,-999,21.8442,50,0,40,512,237583,7,24.34,96.7556,24.84,-999,-999,-999
9999_20240131_5_0_1_1, ,-999,-999,3,20240131,131901,9999,20240131,5,1,1,2,0,0,35,0,0,-999,21.8442,50,0,66,306,237628,7,23.9,96.7556,24.64,-999,-999,-999
9999_20240131_5_0_1_2, ,-999,-999,3,20240131,135036,9999,20240131,5,1,2,2,0,0,35,0,0,-999,21.8442,50,0,9,252,237457,7,24.29,96.7556,24.56,-999,-999,-999
8888_208_0406_0_1_1, ,-999,-999,3,20240131,142304,8888,208,0406,1,1,2,0,0,35,0,0,-999,21.8442,50,0,13,267,222753,7,24.37,96.7556,24.5,-999,-999,-999
8888_208_0406_0_1_2, ,-999,-999,3,20240131,145012,8888,208,0406,1,2,2,0,0,35,0,0,-999,21.8442,50,0,17,273,222662,7,24.69,96.7556,24.67,-999,-999,-999
0000_019_2_313_1_1, ,-999,-999,3,20240131,151932,0000,019,2,1,1,1,313,0,35,0,0,-999,21.8442,50,0,59,431,242811,7,24.48,96.7556,24.77,-999,-999,-999
0000_019_2_313_2_1, ,-999,-999,3,20240131,155633,0000,019,2,2,1,1,313,0,35,0,0,-999,21.8442,50,0,29,235,242334,7,24.68,96.7556,24.92,-999,-999,-999
0000_019_4_261_2_1, ,-999,-999,3,20240131,163841,0000,019,4,2,1,1,261,0,35,0,0,-999,21.8442,50,0,47,302,241897,7,24.44,96.7556,24.68,-999,-999,-999
0000_019_4_261_1_1, ,-999,-999,3,20240131,170842,0000,019,4,1,1,1,261,0,35,0,0,-999,21.8442,50,0,0,267,241926,7,24.63,96.7556,24.41,-999,-999,-999
0000_019_4_261_3_1, ,-999,-999,3,20240131,173559,0000,019,4,3,1,1,261,0,35,0,0,-999,21.8442,50,0,0,261,242183,7,25.06,96.7556,24.35,-999,-999,-999
0000_019_5_122_3_1, ,-999,-999,3,20240131,180432,0000,019,5,3,1,1,122,0,35,0,0,-999,21.8442,50,0,35,319,241297,7,24.97,96.7556,24.7,-999,-999,-999
0000_019_6_152_1_1, ,-999,-999,3,20240131,183941,0000,019,6,1,1,1,152,0,35,0,0,-999,21.8442,50,0,42,269,241668,7,24.89,96.7556,24.82,-999,-999,-999
0000_019_7_202_1_1, ,-999,-999,3,20240131,190807,0000,019,7,1,1,1,202,0,35,0,0,-999,21.8442,50,0,34,545,242027,7,24.84,96.7556,24.86,-999,-999,-999
0000_019_7_202_2_1, ,-999,-999,3,20240131,194628,0000,019,7,2,1,1,202,0,35,0,0,-999,21.8442,50,0,19,265,241458,7,24.7,96.7556,24.89,-999,-999,-999
0000_019_7_202_3_1, ,-999,-999,3,20240131,202004,0000,019,7,3,1,1,202,0,35,0,0,-999,21.8442,50,0,0,381,241648,7,24.88,96.7556,24.94,-999,-999,-999
0000_019_10_181_1_1, ,-999,-999,3,20240131,204852,0000,019,10,1,1,1,181,0,35,0,0,-999,21.8442,50,0,28,252,241715,7,24.99,96.7556,24.85,-999,-999,-999
0000_019_12_80_1_1, ,-999,-999,3,20240131,211612,0000,019,12,1,1,1,80,0,35,0,0,-999,21.8442,50,0,0,246,241067,7,24.84,96.7556,24.81,-999,-999,-999
0000_019_14_47_1_1, ,-999,-999,3,20240131,221137,0000,019,14,1,1,1,47,0,35,0,0,-999,21.8442,50,0,32,257,240773,7,24.46,96.7556,24.89,-999,-999,-999
0000_019_15_23_1_1, ,-999,-999,3,20240131,224522,0000,019,15,1,1,1,23,0,35,0,0,-999,21.8442,50,0,40,294,233783,7,24.78,96.7556,25.03,-999,-999,-999
0000_019_18_17_1_1, ,-999,-999,3,20240131,231621,0000,019,18,1,1,1,17,0,35,0,0,-999,21.8442,50,0,38,244,229173,7,24.74,96.7556,25.1,-999,-999,-999
0000_019_19_11_1_1, ,-999,-999,3,20240131,234507,0000,019,19,1,1,1,11,0,35,0,0,-999,21.8442,50,0,39,426,217250,7,24.78,96.7556,25.03,-999,-999,-999
0000_019_21_6_1_1, ,-999,-999,3,20240201,002407,0000,019,21,1,1,1,6,0,35,0,0,-999,21.8442,50,0,29,242,214610,7,24.19,96.7556,-999,-999,-999,-999
0000_019_22_4_1_1, ,-999,-999,3,20240201,010104,0000,019,22,1,1,1,4,0,35,0,0,-999,21.8442,50,0,0,281,214519,7,24.19,96.7556,24.91,-999,-999,-999
0000_019_24_2_1_1, ,-999,-999,3,20240201,012853,0000,019,24,1,1,1,2,0,35,0,0,-999,21.8442,50,0,27,253,214457,7,24.14,96.7556,24.89,-999,-999,-999
8888_208_0329_0_1_1, ,-999,-999,3,20240201,015910,8888,208,0329,1,1,2,0,0,35,0,0,-999,21.8442,50,0,28,270,222761,7,24,96.7556,24.79,-999,-999,-999
8888_208_0329_0_1_2, ,-999,-999,3,20240201,022550,8888,208,0329,1,2,2,0,0,35,0,0,-999,21.8442,50,0,49,233,222922,7,24.19,96.7556,24.89,-999,-999,-999
9999_20240201_1_0_1_1, ,-999,-999,1,20240201,030113,9999,20240201,1,1,1,5,0,0,35,0,0,-999,21.8442,200,0,96,272,237905,8,24.21,96.7556,-999,-999,-999,-999
9999_20240201_1_0_1_2, ,-999,-999,1,20240201,030514,9999,20240201,1,1,2,5,0,0,35,0,0,-999,21.8442,200,-999,96,272,237905,8,24.44,96.7556,-999,-999,-999,-999
9999_20240201_2_0_1_1, ,-999,-999,1,20240201,031747,9999,20240201,2,1,1,5,0,0,35,0,0,-999,21.8442,200,0,60,239,237949,8,24.46,96.7556,-999,-999,-999,-999
9999_20240201_2_0_1_2, ,-999,-999,1,20240201,033004,9999,20240201,2,1,2,5,0,0,35,0,0,-999,21.8442,200,0,57,240,237644,8,24.39,96.7556,-999,-999,-999,-999
9999_20240201_2_0_1_3, ,-999,-999,1,20240201,034245,9999,20240201,2,1,3,5,0,0,35,0,0,-999,21.8442,200,0,71,264,237334,8,24.23,96.7556,-999,-999,-999,-999
9999_20240201_2_0_1_4, ,-999,-999,1,20240201,035504,9999,20240201,2,1,4,5,0,0,35,0,0,-999,21.8442,200,0,90,241,237126,8,24.22,96.7556,-999,-999,-999,-999
9999_20240201_2_0_1_5, ,-999,-999,1,20240201,040717,9999,20240201,2,1,5,5,0,0,35,0,0,-999,21.8442,50,0,74,238,237075,8,24.26,96.7556,-999,-999,-999,-999
9999_20240201_3_0_1_1, ,-999,-999,1,20240201,042255,9999,20240201,3,1,1,5,0,0,35,0,0,-999,21.8442,50,0,56,409,238431,8,23.95,96.7556,-999,-999,-999,-999
9999_20240201_3_0_1_2, ,-999,-999,1,20240201,043916,9999,20240201,3,1,2,5,0,0,35,0,0,-999,21.8442,50,0,42,484,238578,8,24,96.7556,-999,-999,-999,-999
9999_20240201_3_0_1_3, ,-999,-999,1,20240201,045907,9999,20240201,3,1,3,5,0,0,35,0,0,-999,21.8442,50,0,56,695,238506,8,24.05,96.7556,-999,-999,-999,-999
9999_20240201_3_0_1_4, ,-999,-999,1,20240201,051339,9999,20240201,3,1,4,5,0,0,35,0,0,-999,21.8442,50,0,56,376,238179,8,24.04,96.7556,-999,-999,-999,-999
9999_20240201_3_0_1_5, ,-999,-999,1,20240201,053024,9999,20240201,3,1,5,5,0,0,35,0,0,-999,21.8442,50,0,37,511,238445,8,23.87,96.7556,-999,-999,-999,-999
9999_20240201_4_0_1_1, ,-999,-999,3,20240201,055726,9999,20240201,4,1,1,2,0,0,35,0,0,-999,21.8442,50,0,0,544,239127,8,23.04,96.7556,24.21,-999,-999,-999
9999_20240201_4_0_1_2, ,-999,-999,3,20240201,062358,9999,20240201,4,1,2,2,0,0,35,0,0,-999,21.8442,50,0,49,654,238580,8,23.8,96.7556,24.47,-999,-999,-999
9999_20240201_5_0_1_1, ,-999,-999,3,20240201,065413,9999,20240201,5,1,1,2,0,0,35,0,0,-999,21.8442,50,0,54,305,237682,8,23.79,96.7556,24.66,-999,-999,-999
9999_20240201_5_0_1_2, ,-999,-999,3,20240201,072101,9999,20240201,5,1,2,2,0,0,35,0,0,-999,21.8442,50,0,40,315,237586,8,24.38,96.7556,24.82,-999,-999,-999
8888_0208_0271_0_1_1, ,-999,-999,3,20240201,075913,8888,0208,0271,1,1,2,0,0,35,0,0,-999,21.8442,50,0,31,554,222827,8,24.21,96.7556,24.79,-999,-999,-999
8888_0208_0271_0_1_2, ,-999,-999,3,20240201,082629,8888,0208,0271,1,2,2,0,0,35,0,0,-999,21.8442,50,0,31,360,222604,8,24.39,96.7556,24.84,-999,-999,-999
9999_20240201_6_0_1_1, ,-999,-999,3,20240201,091504,9999,20240201,6,1,1,2,0,0,35,0,0,-999,21.8442,50,0,12,403,238276,8,24.01,96.7556,24.51,-999,-999,-999
9999_20240201_6_0_1_2, ,-999,-999,3,20240201,094140,9999,20240201,6,1,2,2,0,0,35,0,0,-999,21.8442,50,0,34,465,238103,8,24.27,96.7556,24.59,-999,-999,-999
7777_028_2_333_1_1, ,-999,-999,3,20240201,100917,7777,028,2,1,1,1,333,0,35,0,0,-999,21.8442,50,0,23,459,241741,8,23.94,96.7556,24.6,-999,-999,-999
7777_028_2_333_2_1, ,-999,-999,3,20240201,104042,7777,028,2,2,1,1,333,0,35,0,0,-999,21.8442,50,0,56,538,242136,8,24.5,96.7556,24.94,-999,-999,-999
7777_028_2_333_3_1, ,-999,-999,3,20240201,111305,7777,028,2,3,1,1,333,0,35,0,0,-999,21.8442,50,0,44,398,242077,8,24.34,96.7556,24.89,-999,-999,-999
7777_028_4_290_1_1, ,-999,-999,3,20240201,114009,7777,028,4,1,1,1,290,0,35,0,0,-999,21.8442,50,0,32,409,242032,8,24.32,96.7556,24.97,-999,-999,-999
7777_028_4_290_2_1, ,-999,-999,3,20240201,120837,7777,028,4,2,1,1,290,0,35,0,0,-999,21.8442,50,0,29,594,242215,8,24.78,96.7556,25.05,-999,-999,-999
7777_028_4_290_3_1, ,-999,-999,3,20240201,123534,7777,028,4,3,1,1,290,0,35,0,0,-999,21.8442,50,0,31,367,242160,8,24.22,96.7556,24.89,-999,-999,-999
7777_028_5_139_1_1, ,-999,-999,3,20240201,130318,7777,028,5,1,1,1,139,0,35,0,0,-999,21.8442,50,0,6,539,241332,8,24.21,96.7556,24.93,-999,-999,-999
7777_028_6_159_1_1, ,-999,-999,3,20240201,134120,7777,028,6,1,1,1,159,0,35,0,0,-999,21.8442,50,0,21,544,241484,8,24.29,96.7556,24.94,-999,-999,-999
7777_028_8_220_1_1, ,-999,-999,3,20240201,140808,7777,028,8,1,1,1,220,0,35,0,0,-999,21.8442,50,0,54,528,241982,8,24.33,96.7556,24.89,-999,-999,-999
7777_028_8_220_2_1, ,-999,-999,3,20240201,143535,7777,028,8,2,1,1,220,0,35,0,0,-999,21.8442,50,0,51,656,242463,8,24.39,96.7556,24.94,-999,-999,-999
7777_028_8_220_3_1, ,-999,-999,3,20240201,150345,7777,028,8,3,1,1,220,0,35,0,0,-999,21.8442,50,0,38,473,242463,8,24.43,96.7556,24.86,-999,-999,-999
7777_028_9_80_1_1, ,-999,-999,3,20240201,153056,7777,028,9,1,1,1,80,0,35,0,0,-999,21.8442,50,0,34,691,239887,8,24.42,96.7556,24.99,-999,-999,-999
7777_028_12_110_1_1, ,-999,-999,3,20240201,163553,7777,028,12,1,1,1,110,0,35,0,0,-999,21.8442,50,0,30,398,240484,8,24.39,96.7556,24.98,-999,-999,-999
7777_028_13_200_1_1, ,-999,-999,3,20240201,170413,7777,028,13,1,1,1,200,0,35,0,0,-999,21.8442,50,0,50,443,242185,8,24.29,96.7556,24.93,-999,-999,-999
7777_028_14_53_1_1, ,-999,-999,3,20240201,173316,7777,028,14,1,1,1,53,0,35,0,0,-999,21.8442,50,0,5,250,239096,8,24.44,96.7556,24.94,-999,-999,-999
7777_028_16_35_1_1, ,-999,-999,3,20240201,180145,7777,028,16,1,1,1,35,0,35,0,0,-999,21.8442,50,0,5,248,236361,8,24.63,96.7556,24.95,-999,-999,-999
7777_028_18_23_1_1, ,-999,-999,3,20240201,182916,7777,028,18,1,1,1,23,0,35,0,0,-999,21.8442,50,0,27,241,233338,8,24.29,96.7556,24.89,-999,-999,-999
7777_028_19_15_1_1, ,-999,-999,3,20240201,185732,7777,028,19,1,1,1,15,0,35,0,0,-999,21.8442,50,0,0,350,230008,8,24.29,96.7556,24.97,-999,-999,-999
7777_028_21_9_1_1, ,-999,-999,3,20240201,192518,7777,028,21,1,1,1,9,0,35,0,0,-999,21.8442,50,0,44,231,224390,8,24.25,96.7556,24.94,-999,-999,-999
7777_028_22_5_1_1, ,-999,-999,3,20240201,200712,7777,028,22,1,1,1,5,0,35,0,0,-999,21.8442,50,0,0,663,219393,8,24.99,96.7556,25.1,-999,-999,-999
2222_202401131194640_40_7_1_1, ,-999,-999,3,20240201,203909,2222,202401131194640,40,1,1,1,7,0,35,0,0,-999,21.8442,50,0,38,244,213157,8,24.19,96.7556,24.97,-999,-999,-999
2222_202401131194640_12_7_1_1, ,-999,-999,3,20240201,213749,2222,202401131194640,12,1,1,1,7,0,35,0,0,-999,21.8442,50,0,25,245,213119,8,24.49,96.7556,25.04,-999,-999,-999
2222_20240130190009_28_7_1_1, ,-999,-999,3,20240201,221837,2222,20240130190009,28,1,1,1,7,0,35,0,0,-999,21.8442,50,0,37,246,214369,8,24.61,96.7556,25,-999,-999,-999
2222_20240201102130_43_7_1_1, ,-999,-999,3,20240201,224741,2222,20240201102130,43,1,1,1,7,0,35,0,0,-999,21.8442,50,0,11,238,217264,8,24.63,96.7556,25.18,-999,-999,-999
2222_20240201102130_32_7_1_1, ,-999,-999,3,20240201,232142,2222,20240201102130,32,1,1,1,7,0,35,0,0,-999,21.8442,50,0,62,242,216948,8,24.48,96.7556,24.98,-999,-999,-999
3333_20240201193100_38_7_1_1, ,-999,-999,3,20240202,001450,3333,20240201193100,38,1,1,1,7,0,35,0,0,-999,21.8442,50,0,29,241,218009,8,24.34,96.7556,24.96,-999,-999,-999
3333_20240201193100_35_7_1_1, ,-999,-999,3,20240202,004315,3333,20240201193100,35,1,1,1,7,0,35,0,0,-999,21.8442,50,0,9,249,217800,8,24.44,96.7556,24.98,-999,-999,-999
2222_20240131190850_46_7_1_1, ,-999,-999,3,20240202,011205,2222,20240131190850,46,1,1,1,7,0,35,0,0,-999,21.8442,50,0,41,239,214892,8,24.21,96.7556,24.94,-999,-999,-999
3333_20240201060200_85_7_1_1, ,-999,-999,3,20240202,014429,3333,20240201060200,85,1,1,1,7,0,35,0,0,-999,21.8442,50,0,40,246,218740,8,24.39,96.7556,24.94,-999,-999,-999
3333_20240201060200_86_7_1_1, ,-999,-999,3,20240202,021256,3333,20240201060200,86,1,1,1,7,0,35,0,0,-999,21.8442,50,0,9,251,218553,8,24.28,96.7556,24.96,-999,-999,-999
8888_208_0210_0_1_1, ,-999,-999,3,20240202,024113,8888,208,0210,1,1,2,0,0,35,0,0,-999,21.8442,50,0,33,245,222926,8,24.1,96.7556,24.7,-999,-999,-999
8888_208_0210_0_1_2, ,-999,-999,3,20240202,030753,8888,208,0210,1,2,2,0,0,35,0,0,-999,21.8442,50,0,0,263,222966,8,24.54,96.7556,25.01,-999,-999,-999
9999_20240202_1_0_1_1, ,-999,-999,1,20240202,033516,9999,20240202,1,1,1,5,0,0,35,0,0,-999,21.8442,200,0,0,214,237046,9,24.35,96.7556,-999,-999,-999,-999
9999_20240202_1_0_1_2, ,-999,-999,1,20240202,034712,9999,20240202,1,1,2,5,0,0,35,0,0,-999,21.8442,200,0,42,221,236955,9,24.32,96.7556,-999,-999,-999,-999
9999_20240202_1_0_1_3, ,-999,-999,1,20240202,035857,9999,20240202,1,1,3,5,0,0,35,0,0,-999,21.8442,200,0,66,209,237104,9,24.45,96.7556,-999,-999,-999,-999
9999_20240202_1_0_1_4, ,-999,-999,1,20240202,041048,9999,20240202,1,1,4,5,0,0,35,0,0,-999,21.8442,200,0,51,215,236542,9,24.44,96.7556,-999,-999,-999,-999
9999_20240202_1_0_1_5, ,-999,-999,1,20240202,042249,9999,20240202,1,1,5,5,0,0,35,0,0,-999,21.8442,200,0,0,226,236388,9,24.47,96.7556,-999,-999,-999,-999
9999_20240202_2_0_1_1, ,-999,-999,1,20240202,043705,9999,20240202,2,1,1,5,0,0,35,0,0,-999,21.8442,50,0,46,343,237624,9,24.42,96.7556,-999,-999,-999,-999
9999_20240202_2_0_1_2, ,-999,-999,1,20240202,045024,9999,20240202,2,1,2,5,0,0,35,0,0,-999,21.8442,50,0,0,303,237832,9,24.58,96.7556,-999,-999,-999,-999
9999_20240202_2_0_1_3, ,-999,-999,1,20240202,050602,9999,20240202,2,1,3,5,0,0,35,0,0,-999,21.8442,50,0,30,442,237279,9,24.62,96.7556,-999,-999,-999,-999
9999_20240202_2_0_1_4, ,-999,-999,1,20240202,052112,9999,20240202,2,1,4,5,0,0,35,0,0,-999,21.8442,50,0,25,412,237684,9,24.61,96.7556,-999,-999,-999,-999
9999_20240202_2_0_1_5, ,-999,-999,1,20240202,053700,9999,20240202,2,1,5,5,0,0,35,0,0,-999,21.8442,50,0,86,451,237423,9,24.59,96.7556,-999,-999,-999,-999
9999_20240202_3_0_1_1, ,-999,-999,3,20240202,060558,9999,20240202,3,1,1,2,0,0,35,0,0,-999,21.8442,50,0,53,515,237733,9,24.39,96.7556,24.83,-999,-999,-999
9999_20240202_3_0_1_2, ,-999,-999,3,20240202,063236,9999,20240202,3,1,2,2,0,0,35,0,0,-999,21.8442,50,0,33,392,237673,9,24.55,96.7556,24.89,-999,-999,-999
9999_20240202_4_0_1_1, ,-999,-999,3,20240202,070840,9999,20240202,4,1,1,2,0,0,35,0,0,-999,21.8442,50,0,26,371,237593,9,24.47,96.7556,24.9,-999,-999,-999
9999_20240202_4_0_1_2, ,-999,-999,3,20240202,073525,9999,20240202,4,1,2,2,0,0,35,0,0,-999,21.8442,50,0,61,474,237529,9,24.48,96.7556,24.92,-999,-999,-999
8888_0208_0978_0_1_1, ,-999,-999,3,20240202,081633,8888,0208,0978,1,1,2,0,0,35,0,0,-999,21.8442,50,0,34,292,222622,9,24.49,96.7556,24.93,-999,-999,-999
8888_0208_0978_0_1_2, ,-999,-999,3,20240202,084312,8888,0208,0978,1,2,2,0,0,35,0,0,-999,21.8442,50,0,44,307,222662,9,24.69,96.7556,24.99,-999,-999,-999
0000_036_2_350_1_1, ,-999,-999,3,20240202,091115,0000,036,2,1,1,1,350,0,35,0,0,-999,21.8442,50,0,24,341,241766,9,24.26,96.7556,24.89,-999,-999,-999
0000_036_2_350_2_1, ,-999,-999,3,20240202,093751,0000,036,2,2,1,1,350,0,35,0,0,-999,21.8442,50,0,44,473,242131,9,24.29,96.7556,24.89,-999,-999,-999
0000_036_2_350_3_1, ,-999,-999,3,20240202,100540,0000,036,2,3,1,1,350,0,35,0,0,-999,21.8442,50,0,0,352,242122,9,24.39,96.7556,25.03,-999,-999,-999
0000_036_4_300_1_1, ,-999,-999,3,20240202,103233,0000,036,4,1,1,1,300,0,35,0,0,-999,21.8442,50,0,63,307,241899,9,24.49,96.7556,25.08,-999,-999,-999
0000_036_4_300_2_1, ,-999,-999,3,20240202,111812,0000,036,4,2,1,1,300,0,35,0,0,-999,21.8442,50,0,13,265,241776,9,24.19,96.7556,24.98,-999,-999,-999
0000_036_4_300_3_1, ,-999,-999,3,20240202,112018,0000,036,4,3,1,1,300,0,35,0,0,-999,21.8442,50,-999,13,265,241776,9,-999,96.7556,-999,-999,-999,-999
