bottle	0	0000	054	3	433	11	2	35	0	0	0
25.30	35	0	0
0.0	200.344389	24.91	18:36:32
0.15	226.9	24.94	18:37:27
0.3	247.5	24.94	18:38:10
0.45	261.4	24.97	18:38:44
0.6	271.9	24.98	18:39:19
0.75	280.5	25.00	18:39:46
0.9	288.4	25.03	18:40:13
1.05	295.5	25.03	18:40:40
1.2	302.5	25.05	18:41:07
1.35	309.5	25.07	18:41:33
1.5	316.9	25.07	18:42:00
1.65	324.9	25.09	18:42:27
1.8	334.4	25.08	18:42:55
1.95	346.2	25.13	18:43:21
2.1	363.2	25.12	18:43:48
2.25	392.5	25.17	18:44:15
2.4	422.7	25.17	18:44:42
2.55	439.2	25.18	18:45:09
2.7	449.6	25.18	18:45:36
2.85	457.1	25.20	18:46:03
3	462.9	25.23	18:46:30
3.15	467.6	25.23	18:46:57
3.3	471.6	25.27	18:47:24
3.45	475.1	25.26	18:47:51
3.6	478.1	25.27	18:48:17
3.75	480.9	25.27	18:48:44
3.9	483.4	25.27	18:49:11
4.05	485.6	25.28	18:49:38
4.2	487.7	25.30	18:50:05
