bottle	0	9999	20240215	4	0	19	1	35	0	0	0
24.66	35	0	0
0.0	186.860155	24.45	08:27:49
0.15	213.7	24.48	08:28:52
0.3	236.7	24.48	08:29:34
0.45	251.8	24.50	08:30:09
0.6	262.8	24.50	08:30:44
0.75	271.9	24.50	08:31:11
0.9	280	24.50	08:31:38
1.05	287.4	24.51	08:32:05
1.2	294.5	24.48	08:32:32
1.35	301.7	24.50	08:32:59
1.5	309.2	24.50	08:33:26
1.65	317.3	24.50	08:33:53
1.8	327	24.50	08:34:20
1.95	339.3	24.50	08:34:47
2.1	357.2	24.53	08:35:14
2.25	387.9	24.54	08:35:41
2.4	417.1	24.55	08:36:08
2.55	432.8	24.55	08:36:35
2.7	442.7	24.57	08:37:01
2.85	450	24.59	08:37:28
3	455.6	24.60	08:37:55
3.15	460.3	24.60	08:38:22
3.3	464.2	24.60	08:38:49
3.45	467.6	24.60	08:39:16
3.6	470.6	24.62	08:39:43
3.75	473.3	24.63	08:40:09
3.9	475.7	24.64	08:40:36
4.05	478	24.65	08:41:03
4.2	480.1	24.66	08:41:30
