bottle	0	9999	20240203	7	0	11	1	35	0	0	0
25.24	35	0	0
0.0	196.607315	24.85	02:57:39
0.15	221.6	24.89	02:58:42
0.3	244.4	24.89	02:59:25
0.45	259.4	24.92	02:59:57
0.6	270.4	24.92	03:00:24
0.75	279.6	24.95	03:00:51
0.9	287.7	24.95	03:01:18
1.05	295.1	24.98	03:01:45
1.2	302.2	24.98	03:02:12
1.35	309.3	25.01	03:02:38
1.5	316.8	25.02	03:03:05
1.65	324.9	25.04	03:03:32
1.8	334.5	25.04	03:03:59
1.95	346.4	25.07	03:04:26
2.1	363.9	25.07	03:04:53
2.25	393.6	25.08	03:05:20
2.4	423.7	25.08	03:05:47
2.55	439.8	25.10	03:06:14
2.7	450	25.12	03:06:41
2.85	457.4	25.13	03:07:07
3	463.2	25.16	03:07:34
3.15	467.9	25.15	03:08:01
3.3	471.9	25.18	03:08:28
3.45	475.3	25.18	03:08:55
3.6	478.4	25.20	03:09:22
3.75	481.2	25.20	03:09:49
3.9	483.7	25.23	03:10:16
4.05	485.9	25.23	03:10:43
4.2	487.9	25.24	03:11:10
