bottle	0	0000	120	9	210	20	1	35	0	0	0
25.47	35	0	0
0.0	191.856747	24.93	16:38:05
0.15	218.1	24.93	16:38:59
0.3	239.2	24.97	16:39:42
0.45	253.3	25.00	16:40:17
0.6	263.7	25.02	16:40:43
0.75	272.6	25.03	16:41:10
0.9	280.4	25.08	16:41:34
1.05	287.7	25.08	16:42:01
1.2	294.6	25.11	16:42:28
1.35	301.7	25.13	16:42:55
1.5	309	25.16	16:43:22
1.65	317	25.18	16:43:49
1.8	326.4	25.21	16:44:16
1.95	338.1	25.23	16:44:43
2.1	354.9	25.26	16:45:10
2.25	383.4	25.27	16:45:37
2.4	414.1	25.27	16:46:04
2.55	431	25.28	16:46:31
2.7	441.4	25.31	16:46:58
2.85	449	25.34	16:47:25
3	454.8	25.35	16:47:52
3.15	459.6	25.37	16:48:19
3.3	463.6	25.38	16:48:46
3.45	467.1	25.39	16:49:12
3.6	470.2	25.41	16:49:39
3.75	472.9	25.42	16:50:06
3.9	475.5	25.45	16:50:33
4.05	477.7	25.47	16:51:00
4.2	479.8	25.47	16:51:27
