bottle	0	8888	208	0108	0	13	1	35	0	0	0
24.86	35	0	0
0.0	182.873649	24.31	21:46:25
0.15	210.2	24.31	21:47:35
0.3	236.2	24.36	21:48:25
0.45	252.8	24.39	21:49:07
0.6	264.7	24.41	21:49:42
0.75	274.5	24.45	21:50:09
0.9	282.8	24.45	21:50:35
1.05	290.6	24.49	21:51:02
1.2	298.1	24.50	21:51:29
1.35	305.7	24.50	21:51:56
1.5	314	24.52	21:52:23
1.65	323.2	24.55	21:52:50
1.8	334.8	24.56	21:53:17
1.95	350.7	24.59	21:53:44
2.1	377.8	24.60	21:54:11
2.25	411	24.62	21:54:38
2.4	429.8	24.65	21:55:05
2.55	441.2	24.69	21:55:31
2.7	449	24.70	21:55:59
2.85	455.2	24.70	21:56:25
3	460.1	24.70	21:56:52
3.15	464.3	24.76	21:57:19
3.3	467.8	24.78	21:57:46
3.45	470.9	24.79	21:58:13
3.6	473.7	24.79	21:58:40
3.75	476.2	24.80	21:59:07
3.9	478.7	24.83	21:59:34
4.05	480.7	24.86	22:00:01
4.2	482.6	24.86	22:00:28
